Time:256Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0000000000,0,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,,,
0.0039062500,0,0.0137144483,0.0229441295,0.0195160196,0.0218884766,-0.0031639457,0.0023734613,-0.0079108684,-0.0042195986,-0.0108126585,0.0063298999,0.0184603667,0.0150322568,0.0100221741,0.0116041469,,,
0.0078125000,0,0.1113291270,0.1843936775,0.1592677969,0.1644037282,-0.0172256129,0.0214939762,-0.0646963241,-0.0382702108,-0.0874848993,0.0465966472,0.1448162589,0.1217996753,0.0819952527,0.0972011189,,,
0.0117187500,0,0.4295833923,0.6985730791,0.6175413711,0.5748354086,-0.0246044553,0.0895925270,-0.2565480817,-0.1704354012,-0.3326745160,0.1567097681,0.5375403478,0.4690476997,0.3193490087,0.3871953225,,,
0.0156250000,1,1.0483911088,1.6507274851,1.5123133918,1.2358193440,0.0712220524,0.2210007291,-0.6647804423,-0.4991993549,-0.7861635706,0.3076024142,1.2553853891,1.1425482273,0.7872235352,0.9723120904,,,
0.0195312500,1,1.7903616379,2.6599987352,2.5837238546,1.7744699978,0.4194381947,0.3263464821,-1.2686871986,-1.0779665194,-1.2648095056,0.3365904076,2.0328395941,1.9490139838,1.3569835710,1.6937813473,,,
0.0234375000,1,2.1638544005,2.8513111541,3.1034943497,1.6061597937,1.0453908393,0.1704580403,-1.8700953383,-1.7991403651,-1.3647325248,0.0024694499,2.2710560914,2.3615615563,1.6514242776,2.0517210795,,,
0.0273437500,1,1.5928201919,1.3710006070,2.2206365863,0.3832695098,1.6509749495,-0.4885916666,-2.0936230069,-2.3127752517,-0.7172576467,-0.8012245623,1.3619708823,1.7803877034,1.2182990861,1.4401637789,,,
0.0312500000,2,-0.1688723777,-1.8387631149,-0.4049640839,-1.6220276103,1.6395960892,-1.5930640438,-1.4970070551,-2.0805305692,0.6832552495,-1.7978854208,-0.8253266708,-0.0181165740,-0.1368625540,-0.3642635072,,,
0.0351562500,2,-2.7277005987,-5.6447052551,-4.1429320828,-3.5541160771,0.4784062768,-2.5799849214,0.1946191456,-0.6340240419,2.3575271738,-2.2839984775,-3.6541120222,-2.5864487521,-2.1055062659,-2.8397727456,,,
0.0390625000,2,-5.1102339118,-8.1688230850,-7.5287962061,-4.4613641338,-1.7923916714,-2.5986649042,2.7926875259,2.0204269353,3.5267462856,-1.4726509168,-5.9255555494,-4.9543872190,-3.9467787236,-4.8678765324,,,
0.0429687500,2,-6.2267404761,-7.9082364346,-9.0081936866,-3.9108748244,-4.3051826937,-1.1486654545,5.4722287140,5.0991814928,3.4769394960,0.8741463272,-6.5470933896,-6.1814177820,-4.8749877793,-5.3995341576,,,
0.0468750000,3,-5.4876732009,-4.7702374147,-7.8257549927,-2.2898408991,-5.6758078732,1.3312809466,6.9600136950,7.1739375186,1.9110079832,3.9543026119,-5.2287230534,-5.9192646762,-4.5079717444,-4.1795124958,,,
0.0507812500,3,-3.1778249766,-0.2333777890,-4.4508537102,-0.5618577679,-4.8062703045,3.5193978065,6.1621588283,6.8679624875,-0.8296898888,6.0686268479,-2.6655099255,-4.5370239641,-3.0528244744,-1.9468056380,,,
0.0546875000,3,-0.3124310719,3.5464746060,-0.2544215815,0.3737176332,-1.6859447741,4.0653220020,2.9515864695,3.7998247454,-3.7496225763,5.5193608032,-0.0256310575,-2.7103768213,-1.0981259743,0.0919239806,,,
0.0585937500,3,1.9633521730,5.0814355375,3.3128285362,0.2905649835,2.4123087082,2.6896500258,-1.4489731085,-0.8815520734,-5.4805542475,1.7864975618,1.8715073932,-0.8465045271,0.8091836769,1.1310752222,,,
0.0625000000,4,3.0424574509,4.4107403948,5.4636188949,-0.2064540838,5.5798166715,0.6168772856,-4.9325947989,-4.8992862709,-4.8792480427,-3.8471086938,3.0298065103,1.1336776182,2.4549420752,1.2953899745,,,
0.0664062500,4,3.1424919097,2.9082491119,6.2798941740,-0.0954293100,6.3832948447,-0.1829041694,-5.7051956731,-6.1076748781,-1.7272192467,-8.7925991267,4.0288052802,3.4685220067,3.8952137079,1.4109827834,,,
0.0703125000,4,3.0349087036,2.2322935906,6.3518600275,1.3434757201,4.6821861509,1.4609798056,-3.4820288995,-3.8570312138,2.9062120931,-10.5790381671,5.2921321990,6.0163712180,5.1398174662,2.2186781617,,,
0.0742187500,4,3.4356967429,3.1739676812,6.2052050567,3.9842088399,1.6023672371,4.7396393240,0.1857289311,0.4747318023,7.0178161953,-8.2926888258,6.5297671750,8.0534349461,5.9142613703,3.6902581313,,,
0.0781250000,5,4.4880372473,5.1547119845,5.9444767119,6.8466687580,-1.2468499385,7.0849512293,2.7887771870,4.2190723727,8.6945401319,-3.0437862751,6.8679957304,8.6622823099,5.7599765847,5.0175474457,,,
0.0820312500,5,5.6639855500,6.6335052526,5.3109776540,8.6149097399,-2.6987448177,5.8275671906,2.4297060071,4.9953932395,7.2284330623,2.8448968494,5.5863510033,7.4259956704,4.4149426280,5.2787414117,,,
0.0859375000,5,6.1091917597,6.1011770305,4.0343236768,8.3313152133,-2.4895718271,0.1899515385,-0.9481242111,2.1185325714,3.5515783404,7.3005937153,2.8421571883,4.8461638714,2.1431309291,4.2248112447,,,
0.0898437500,5,5.1786582306,3.0320203828,2.1682662959,5.8515532087,-1.1012270823,-7.8491503324,-5.5024832798,-3.0541300842,-0.3870518009,9.5442648727,-0.2511568186,2.1037688380,-0.2974600924,2.5332559693,,,
0.0937500000,6,2.8285664365,-1.7461094413,0.1452491367,1.8624303319,0.7070152498,-14.5364428155,-8.6435354969,-7.9959292643,-2.9336198381,10.0408327597,-2.3011230876,0.3060560916,-2.0624939710,1.3081893389,,,
0.0976562500,6,-0.3455388355,-6.4301662009,-1.4858815162,-2.4517505005,2.2664466558,-16.5724693511,-8.6163216100,-10.4717977832,-3.8240144681,9.5727050187,-2.5658031480,-0.2264870382,-2.7102461536,1.2078064774,,,
0.1015625000,6,-3.4091685129,-9.1222251111,-2.4289576583,-5.8739129496,3.0918958459,-13.0786103547,-5.4723250177,-9.6521226711,-4.2618744428,8.3102145499,-1.4394711052,-0.1108096228,-2.4164603995,1.8791378561,,,
0.1054687500,6,-5.5301092498,-8.7379973833,-2.8291565540,-7.5717074029,2.8261481940,-5.9760654260,-0.8509122769,-6.2826641251,-5.8786000234,5.6711328206,-0.1537564197,-0.4032007050,-1.7864713019,2.1474788205,,,
0.1093750000,7,-6.3185898485,-5.5164904129,-3.1402787992,-7.3740725829,1.2651912006,1.4050278029,3.1709820431,-1.9782817547,-9.2726218811,1.0543699144,0.0547265816,-1.8432564771,-1.4417443520,0.8358692122,,,
0.1132812500,7,-5.9198446664,-0.9268889472,-3.7776851015,-5.8285509373,-1.4553694604,6.4134387959,5.3050161176,1.7790873940,-13.1684811791,-5.2030474941,-1.2954833342,-4.3749294276,-1.6862299094,-2.3686667338,,,
