Time:256Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0000000000,0,-0.0000000044,-0.0000000044,-0.0000000044,-0.0000000044,-0.0000000044,-0.0000000044,-0.0000000044,-0.0000000044,-0.0000000044,-0.0000000044,-0.0000000044,-0.0000000044,-0.0000000044,-0.0000000044,,,
0.0039062500,0,-0.5664434674,-0.7929345766,-1.6425997949,-1.4726236101,-1.9823364587,-1.5291385345,-1.4158929799,-0.1697604675,-0.1132455432,-0.6231740976,-0.7362039464,-1.4158929799,-0.9061801312,-0.8494495010,,,
0.0078125000,0,0.3357452371,1.2061961523,-0.1023305558,0.9295915510,0.3820459138,0.7931131784,0.9524808089,1.1765619020,0.0671234681,1.1623054916,-0.3565680601,0.1028155906,-0.2558189149,-0.2327139512,,,
0.0117187500,0,0.7938983878,1.3317599888,1.2176916002,2.0527103895,3.5312540018,3.1049305587,2.3702161241,1.8771123086,0.9969347802,2.2949757701,-0.0161725944,1.3446954496,0.9697109999,0.7771603257,,,
0.0156250000,1,-0.0143873213,-0.9200130597,1.2696493558,0.4478203244,3.4477330857,2.4498395221,1.1625377342,0.2361648553,1.3239943415,0.8385187433,0.7407903798,1.1074313910,1.4430148146,0.9873988781,,,
0.0195312500,1,-0.5360148773,-2.2636374050,0.8827106643,-1.3051991977,-0.2441440715,-0.9339474163,-1.4571595163,-2.4578215691,0.5188365336,-1.8705722913,2.2553147614,0.6543339826,1.4087659775,0.7822556463,,,
0.0234375000,1,-0.0591066392,-0.7440734745,1.0259597637,-0.7873746189,-4.3159070956,-3.7567631696,-2.7915236634,-3.5264310327,-1.1031013356,-3.0273535247,3.0432419434,0.6765041528,0.8462060802,0.8856091170,,,
0.0273437500,1,0.6764173891,1.8668262497,1.0109984125,1.1221100654,-5.6046918185,-4.0216279921,-1.9443663142,-2.3083369545,-2.5811518171,-2.3225057164,1.2523344572,0.6239213991,-0.3754653638,0.7474548568,,,
0.0312500000,2,0.6203268391,2.3279971571,-0.5320361066,1.0196796219,-3.5590226649,-2.4845926657,0.1876752959,-0.3073665556,-3.1723016161,-1.1167460960,-3.2542308638,-0.6822652732,-2.4508923807,-0.7764178945,,,
0.0351562500,2,-0.3557746964,0.3479063246,-2.3383014827,-1.4931572951,0.7012647012,0.1608593866,1.6839596258,1.7123382501,-2.1337420684,-0.3379950457,-6.3974385550,-2.5705653559,-3.7365565873,-2.8290928187,,,
0.0390625000,2,-1.1835116292,-1.6020588399,-2.7828912613,-3.5055087952,5.3753557942,3.0848289443,1.8048811315,3.3040139600,0.8716835458,1.0263540303,-4.3518697649,-2.8295529043,-2.2209141466,-2.7954623863,,,
0.0429687500,2,-1.0628554726,-1.7702243925,-1.3013019691,-2.2998906504,7.2954866624,4.6077456927,1.0433178307,3.7769213453,3.9796934124,3.1317691216,1.5987171856,-0.9504979686,1.2647467557,-0.5513789859,,,
0.0468750000,3,-0.4273578459,-0.4752430099,0.4040668821,1.3553409026,4.7854906236,3.4648239618,-0.0297382766,2.2118006693,4.3295279659,4.2709101991,6.0242631954,1.2486727468,3.4162212482,1.6387104625,,,
0.0507812500,3,0.3862048842,0.9033307076,1.2561857733,4.7369245078,-0.5839662849,0.3379489251,-0.7381058387,-0.7687879407,1.8292961521,3.1245291338,5.1092464577,2.4501502749,2.5638179184,1.9623531190,,,
0.0546875000,3,1.4683985268,1.9106811057,1.8673052942,5.4527989056,-5.0643380037,-2.3080283575,-0.8632259867,-2.7767623592,-0.8537940547,0.4845489320,0.4193521386,2.2221259172,0.0999637684,1.0035700628,,,
0.0585937500,3,2.2460534943,1.9414797355,2.2067391878,2.7305259750,-5.9301748625,-2.6841422180,-0.0517272520,-2.5027544511,-1.7723725091,-1.9776555415,-3.5588954365,0.9657316273,-1.3469400532,0.2749949585,,,
0.0625000000,4,1.7452584579,-0.0874517409,1.4341908213,-2.7732185247,-4.3312633592,-1.7976984071,0.6721778838,-1.2116179326,-1.5403501289,-3.9575876408,-4.3697475789,-0.9745022389,-1.2351412016,-0.0694256070,,,
0.0664062500,4,-0.6248795390,-3.2516614802,-1.0711425416,-7.8503761229,-1.5871621105,-0.7091625558,0.3772131380,-0.4766363259,-1.7519824524,-4.9126870495,-2.2682772980,-2.6358650131,-0.2232129531,-0.2777321409,,,
0.0703125000,4,-3.4273067854,-4.8550515265,-3.7139391328,-8.3016511919,1.4339333681,0.1968556765,-0.8031649413,-0.0069801954,-1.9865228229,-3.7745860689,0.7801017826,-2.7318454005,0.7927398829,-0.3997237297,,,
0.0742187500,4,-4.3936980751,-2.6845306260,-4.2429953596,-2.6378080926,3.7646199753,1.0594844053,-1.5756081614,0.7914337209,-0.8249065918,-0.3913261341,2.9634551699,-0.7191429307,1.1842993802,-0.3187296308,,,
0.0781250000,5,-2.4990330887,1.5915499334,-2.6174580833,5.0548808310,3.7516935799,1.0372783688,-1.2651617654,1.2416550170,1.5169945037,2.9791438098,2.5272663080,1.2765861934,0.3987206192,-0.4478016902,,,
0.0820312500,5,0.5725875471,4.4090806932,0.1000035117,8.6391065623,0.7776890052,-0.3454523785,0.0849864277,0.5152167228,2.8783533010,4.1477214815,-0.5097731292,1.2939852331,-1.7361996911,-1.2124179709,,,
0.0859375000,5,3.0741404634,3.8339770259,2.7778414347,5.4970186191,-2.2461254629,-1.6672068895,1.4200822681,-0.7294039793,1.9081780295,3.1644034127,-3.0696325496,0.0029322292,-3.4787164800,-1.6723295225,,,
0.0898437500,5,3.6607784927,1.0199705247,4.7041822854,-0.8543010911,-2.0246827693,-0.7953638966,2.0297431352,-0.5898211474,-0.0851066355,2.0008998443,-2.3007993848,-0.3438063679,-2.6319087378,-0.5534151518,,,
0.0937500000,6,2.7955984451,-1.3542331372,4.7817036028,-5.4787715301,1.5382327618,1.8614524686,1.7979047116,1.1986891264,-1.3245582497,1.1352825260,1.0405052476,0.8390965451,0.5186305461,1.6857199623,,,
