Time:256Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0000000000,0,4162.6923828125,4158.3334960938,4164.4873046875,4165.0000000000,4170.0000000000,4158.2050781250,4176.1538085938,4166.6665039063,4146.4101562500,4173.0771484375,4162.3076171875,4158.3334960938,4157.5639648438,4158.9741210938,,,
0.0039062500,0,4161.4101562500,4156.5385742188,4160.7690429688,4161.6665039063,4165.5126953125,4154.7436523438,4172.9487304688,4166.2822265625,4146.1538085938,4171.6665039063,4160.6411132813,4155.1284179688,4155.5126953125,4157.0512695313,,,
0.0078125000,0,4161.4101562500,4158.2050781250,4158.3334960938,4161.7949218750,4163.7177734375,4154.4873046875,4173.2050781250,4168.7177734375,4146.1538085938,4173.4614257813,4158.8461914063,4153.4614257813,4153.7177734375,4155.3847656250,,,
0.0117187500,0,4162.1796875000,4160.7690429688,4156.6665039063,4163.8461914063,4167.0512695313,4158.5898437500,4176.1538085938,4174.1025390625,4148.2050781250,4178.5898437500,4156.4101562500,4152.9487304688,4153.2050781250,4154.6152343750,,,
0.0156250000,1,4162.0512695313,4160.7690429688,4155.0000000000,4164.7436523438,4173.4614257813,4164.8715820313,4179.3588867188,4179.6152343750,4152.3076171875,4184.3588867188,4154.4873046875,4152.4360351563,4153.8461914063,4154.2309570313,,,
0.0195312500,1,4161.4101562500,4158.4614257813,4153.7177734375,4164.1025390625,4178.7177734375,4169.7436523438,4180.5126953125,4182.6923828125,4157.5639648438,4188.4614257813,4155.7690429688,4152.5639648438,4156.2822265625,4154.4873046875,,,
0.0234375000,1,4161.5385742188,4157.0512695313,4154.4873046875,4164.6152343750,4180.1284179688,4172.0512695313,4179.7436523438,4183.3334960938,4162.4360351563,4191.2822265625,4161.4101562500,4154.6152343750,4160.6411132813,4156.6665039063,,,
0.0273437500,1,4163.0771484375,4158.7177734375,4157.8203125000,4168.5898437500,4177.5639648438,4172.3076171875,4178.3334960938,4182.5639648438,4165.5126953125,4193.3334960938,4169.1025390625,4158.9741210938,4166.0258789063,4161.0258789063,,,
0.0312500000,2,4165.3847656250,4161.9228515625,4161.4101562500,4173.7177734375,4172.3076171875,4170.5126953125,4177.6923828125,4180.5126953125,4165.6411132813,4193.9741210938,4173.4614257813,4163.5898437500,4169.7436523438,4165.2563476563,,,
0.0351562500,2,4167.1796875000,4164.1025390625,4163.8461914063,4176.1538085938,4167.0512695313,4167.8203125000,4177.8203125000,4178.0771484375,4163.2050781250,4192.0512695313,4172.5639648438,4166.2822265625,4170.5126953125,4167.0512695313,,,
0.0390625000,2,4168.0771484375,4164.7436523438,4165.2563476563,4174.6152343750,4165.6411132813,4166.4101562500,4178.2050781250,4176.7949218750,4161.0258789063,4188.9741210938,4170.2563476563,4167.5639648438,4170.5126953125,4167.5639648438,,,
0.0429687500,2,4168.5898437500,4165.0000000000,4167.1796875000,4171.6665039063,4169.2309570313,4167.3076171875,4178.5898437500,4177.6923828125,4161.4101562500,4187.5639648438,4171.9228515625,4169.3588867188,4172.6923828125,4168.9741210938,,,
0.0468750000,3,4168.8461914063,4166.1538085938,4169.7436523438,4170.7690429688,4175.6411132813,4169.3588867188,4178.5898437500,4179.6152343750,4163.3334960938,4189.1025390625,4178.8461914063,4172.4360351563,4177.0512695313,4171.7949218750,,,
0.0507812500,3,4169.2309570313,4168.7177734375,4172.5639648438,4174.3588867188,4181.5385742188,4170.5126953125,4178.2050781250,4180.5126953125,4164.6152343750,4192.8203125000,4187.5639648438,4177.0512695313,4181.4101562500,4174.7436523438,,,
0.0546875000,3,4171.1538085938,4173.7177734375,4176.7949218750,4182.8203125000,4185.3847656250,4170.2563476563,4177.5639648438,4180.2563476563,4165.0000000000,4197.6923828125,4194.2309570313,4182.9487304688,4184.1025390625,4177.0512695313,,,
0.0585937500,3,4175.7690429688,4181.4101562500,4183.5898437500,4194.1025390625,4188.0771484375,4169.8715820313,4177.9487304688,4180.2563476563,4165.7690429688,4203.2050781250,4197.9487304688,4189.6152343750,4185.7690429688,4179.3588867188,,,
0.0625000000,4,4182.6923828125,4189.1025390625,4192.4360351563,4203.2050781250,4189.3588867188,4169.4873046875,4179.6152343750,4180.7690429688,4167.1796875000,4207.4360351563,4199.6152343750,4195.5126953125,4187.3076171875,4181.9228515625,,,
0.0664062500,4,4189.2309570313,4193.3334960938,4200.3847656250,4205.7690429688,4189.3588867188,4168.8461914063,4181.5385742188,4180.6411132813,4167.3076171875,4208.4614257813,4200.8974609375,4199.2309570313,4189.4873046875,4184.6152343750,,,
0.0703125000,4,4192.8203125000,4192.9487304688,4205.0000000000,4202.1796875000,4189.2309570313,4167.9487304688,4182.1796875000,4179.7436523438,4165.0000000000,4206.4101562500,4203.0771484375,4200.8974609375,4192.8203125000,4187.3076171875,,,
0.0742187500,4,4192.9487304688,4190.7690429688,4206.1538085938,4197.9487304688,4190.3847656250,4167.5639648438,4181.1538085938,4179.1025390625,4161.6665039063,4203.5898437500,4206.9228515625,4202.5639648438,4197.4360351563,4190.1284179688,,,
0.0781250000,5,4191.2822265625,4189.7436523438,4204.2309570313,4197.9487304688,4191.9228515625,4167.0512695313,4178.8461914063,4178.8461914063,4159.6152343750,4201.2822265625,4210.6411132813,4204.4873046875,4202.1796875000,4192.4360351563,,,
0.0820312500,5,4188.9741210938,4190.2563476563,4200.0000000000,4201.9228515625,4190.2563476563,4164.2309570313,4176.4101562500,4177.5639648438,4159.1025390625,4198.9741210938,4210.5126953125,4204.6152343750,4204.1025390625,4192.4360351563,,,
0.0859375000,5,4186.9228515625,4190.3847656250,4194.7436523438,4205.0000000000,4183.9741210938,4158.0771484375,4174.4873046875,4174.1025390625,4158.3334960938,4196.0258789063,4205.2563476563,4201.2822265625,4201.4101562500,4189.3588867188,,,
0.0898437500,5,4184.8715820313,4188.2050781250,4190.3847656250,4203.2050781250,4175.8974609375,4150.8974609375,4173.4614257813,4170.0000000000,4156.2822265625,4193.8461914063,4197.4360351563,4195.5126953125,4195.5126953125,4184.7436523438,,,
0.0937500000,6,4182.9487304688,4183.5898437500,4187.5639648438,4195.2563476563,4171.0258789063,4145.8974609375,4173.5898437500,4168.0771484375,4153.2050781250,4193.5898437500,4190.3847656250,4189.4873046875,4189.1025390625,4180.7690429688,,,
0.0976562500,6,4180.5126953125,4177.1796875000,4184.7436523438,4183.4614257813,4171.0258789063,4145.0000000000,4174.4873046875,4169.4873046875,4150.2563476563,4194.7436523438,4185.5126953125,4184.4873046875,4183.9741210938,4178.3334960938,,,
0.1015625000,6,4177.5639648438,4170.2563476563,4179.8715820313,4171.7949218750,4173.8461914063,4147.5639648438,4175.8974609375,4173.4614257813,4149.2309570313,4195.1284179688,4181.6665039063,4180.3847656250,4180.6411132813,4177.1796875000,,,
0.1054687500,6,4175.0000000000,4165.3847656250,4173.3334960938,4163.9741210938,4175.6411132813,4152.3076171875,4177.1796875000,4178.2050781250,4151.7949218750,4193.3334960938,4177.9487304688,4176.4101562500,4179.2309570313,4176.4101562500,,,
0.1093750000,7,4172.9487304688,4163.4614257813,4167.5639648438,4160.8974609375,4173.9741210938,4156.5385742188,4178.0771484375,4181.4101562500,4157.0512695313,4189.6152343750,4174.1025390625,4172.5639648438,4178.8461914063,4174.7436523438,,,
0.1132812500,7,4170.6411132813,4163.4614257813,4163.3334960938,4160.1284179688,4168.5898437500,4157.8203125000,4178.0771484375,4180.2563476563,4160.7690429688,4184.4873046875,4169.3588867188,4168.0771484375,4177.0512695313,4170.6411132813,,,
0.1171875000,7,4166.5385742188,4163.0771484375,4160.2563476563,4158.5898437500,4162.6923828125,4156.1538085938,4176.9228515625,4174.2309570313,4159.3588867188,4178.7177734375,4163.2050781250,4162.6923828125,4172.0512695313,4163.4614257813,,,
0.1210937500,7,4161.1538085938,4161.4101562500,4157.8203125000,4156.6665039063,4160.5126953125,4154.2309570313,4175.5126953125,4167.1796875000,4153.8461914063,4173.8461914063,4156.4101562500,4157.3076171875,4164.6152343750,4155.5126953125,,,
0.1250000000,8,4156.7949218750,4159.3588867188,4156.1538085938,4156.0258789063,4163.4614257813,4155.0000000000,4175.1284179688,4163.9741210938,4148.9741210938,4170.7690429688,4151.0258789063,4153.7177734375,4157.8203125000,4149.8715820313,,,
0.1289062500,8,4154.8715820313,4157.4360351563,4155.1284179688,4156.6665039063,4168.7177734375,4158.2050781250,4175.7690429688,4165.5126953125,4148.5898437500,4169.1025390625,4147.6923828125,4151.4101562500,4153.8461914063,4147.6923828125,,,
0.1328125000,8,4154.6152343750,4155.3847656250,4153.2050781250,4156.1538085938,4171.1538085938,4160.6411132813,4176.0258789063,4168.0771484375,4151.7949218750,4167.8203125000,4145.6411132813,4149.1025390625,4152.6923828125,4146.9228515625,,,
0.1367187500,8,4154.6152343750,4153.3334960938,4150.2563476563,4154.3588867188,4169.4873046875,4161.0258789063,4175.2563476563,4168.3334960938,4155.6411132813,4167.4360351563,4145.7690429688,4146.6665039063,4153.3334960938,4146.2822265625,,,
