Time,CH1MEAN,CH2MEAN,CH3MEAN,CH4MEAN,CH5MEAN,CH6MEAN,CH7MEAN,CH8MEAN,CH9MEAN,CH10MEAN,CH11MEAN,CH12MEAN,CH13MEAN,CH14MEAN,CH1STD,CH2STD,CH3STD,CH4STD,CH5STD,CH6STD,CH7STD,CH8STD,CH9STD,CH10STD,CH11STD,CH12STD,CH13STD,CH14STD
1.0,4159.592334747341,4166.622600555448,4151.742782592797,4170.0255260467775,4174.958448410058,4169.933406829861,4172.9637508392625,4170.739173889185,4155.433704376246,4159.992479324367,4121.016127586387,4129.993981361409,4133.24118804934,4138.00730133059,19.662568048983005,18.28884110874428,30.790231960384897,28.651464221787887,15.826690150839406,12.450445447594177,9.92006341287766,13.421511129962923,17.018629848742926,22.866459285546913,55.386495900533774,44.98115748887905,34.56776038244585,29.244372818561086
2.0,4163.802587509181,4154.210742950463,4165.890930175805,4154.630914688137,4176.743818283105,4168.7344799042,4175.600467681911,4178.018821716335,4166.589538574246,4185.45572853091,4174.745599746732,4167.093847274804,4173.849164962795,4163.794061660789,9.091148256683606,16.021411010482304,16.67564953247209,10.374609944591988,11.861892983075508,14.178593647779838,6.444993635969152,8.762504660236486,9.136283017390419,14.323857111154744,19.53966479735277,18.935189412827157,12.818561278432476,10.826104681018286
3.0,4168.789566040066,4167.725355148339,4176.615100860621,4161.449819564845,4181.04466438296,4165.120193481468,4165.193815231347,4170.032560348537,4173.50409507754,4179.498704910304,4184.30838012698,4192.302698135403,4176.0667190552,4172.984272003201,9.198208448508773,10.828914193467993,17.766873118807446,14.289131458958742,10.732275802816263,12.719751199657846,7.010276783515209,11.360563505322135,14.330937344857304,13.91045889674648,17.407786810824057,16.25184952297131,12.887778861798596,12.372775087606165
4.0,4170.889410018949,4174.563308715847,4179.7516040802275,4175.901941299462,4171.52644729617,4178.462545394923,4164.940896987942,4172.134405136134,4176.753814697291,4192.028747558619,4187.343750000024,4189.288368225122,4175.915954589868,4171.208917617823,12.329157926954762,13.76254263610806,23.2628737454376,24.426811814980677,19.01503693145508,8.71449011447426,6.188136538649913,15.128721417048478,13.949954557073982,21.303169830970567,36.245613038745745,25.939836127192535,26.177689538001147,18.936298441014575
5.0,4170.2879657745625,4175.1242008209465,4173.579725265528,4198.319313049344,4166.254487991357,4165.037559509303,4158.096948623684,4159.628917694117,4158.218152999905,4153.809074401883,4125.79828166964,4148.585742950465,4133.741980552697,4146.911058425927,7.208515424532297,8.755454833012681,10.100016543027865,14.948802195382587,10.805264659703141,8.057125515435683,6.460069003068684,7.3502729484713205,14.365055069541475,20.91127766309497,25.20617486635086,18.526223636112217,18.69463663787013,12.973120711007125
6.0,4181.438798904446,4164.565305709864,4180.492294311551,4171.346162796048,4152.341241836573,4176.062194824248,4175.781238555937,4178.179082870509,4177.175477981595,4209.238784790061,4212.098863601708,4196.509426116968,4190.899431228663,4181.3336257934825,8.383830766034295,10.533056660755932,13.789732160734768,18.069090067998328,15.315032817170033,7.411288964493476,7.96784661239802,11.008714280170471,13.929604298688583,19.466702827914464,29.884022142374057,18.667923580142528,17.831866952367978,13.57501575443906
7.0,4184.201204299951,4172.6347026825215,4175.431171417262,4172.756914138819,4171.990697860745,4174.4891738891865,4174.088048934959,4180.235858917263,4166.139331817654,4168.244686126735,4184.264318466212,4174.736579895047,4180.856378555325,4171.296070098906,7.89266769838941,6.645593649774373,8.975571252291054,8.663896615307603,13.35143863558129,6.837797674135837,5.986131396892404,8.644650035151672,11.475851249967931,14.402522383974038,13.300144954660942,11.642540603727168,10.09789401779194,10.6700730660877
8.0,4169.266324996974,4172.797485351586,4168.896739959742,4170.154254913356,4186.20291328433,4184.06650924685,4168.813106536889,4173.5767211914335,4163.228664398221,4166.480876922636,4174.3023853302275,4173.116495132473,4176.113771438626,4164.374502182032,10.722782315377165,13.554366949928934,18.291321709752275,17.57207007895229,12.604446613807356,12.479144668592845,5.300702110251358,7.450819869399578,10.109522279802807,12.010470905881974,14.914447918380992,17.195217629557447,12.695893995516757,10.430928765790721
9.0,4168.350358963037,4169.868780136133,4165.718652725245,4174.9609565735145,4165.306486129786,4155.731170654326,4162.2841472626005,4166.331115722682,4165.1923084259315,4164.24478912356,4161.531435012847,4164.226276397728,4157.3402576446815,4154.050491333033,10.599930181428709,12.834890632579349,17.851143491990072,20.96249495259302,11.181825914947943,7.907368700458999,6.057865414305208,6.900822581028565,11.291094934964606,9.739140240229432,19.48916887798894,18.03654296416299,15.168899438191842,11.730141404211595
10.0,4166.8244152069365,4171.268030166652,4170.626010894803,4165.959547042872,4170.207832336453,4155.644039154078,4165.011512756373,4161.325111389184,4170.929489135769,4167.331224441554,4169.572824478177,4171.229980468777,4170.037048339873,4162.378814697291,10.972166063745455,14.91408076876717,19.81362399781295,19.394002752055645,8.879679479468356,9.147915647459739,6.308515024601027,9.029522332178113,11.622446160877466,10.868831448328812,19.22897217904574,22.009167421938244,18.394681769526503,13.393675948192946
