Time,CH1MEAN,CH2MEAN,CH3MEAN,CH4MEAN,CH5MEAN,CH6MEAN,CH7MEAN,CH8MEAN,CH9MEAN,CH10MEAN,CH11MEAN,CH12MEAN,CH13MEAN,CH14MEAN,CH1STD,CH2STD,CH3STD,CH4STD,CH5STD,CH6STD,CH7STD,CH8STD,CH9STD,CH10STD,CH11STD,CH12STD,CH13STD,CH14STD
1.0,4178.3558635711925,4174.441110610989,4174.418073654202,4171.7212543487785,4182.097360610987,4167.213537216212,4165.95802688601,4173.10797309878,4175.128213882475,4178.060907363917,4168.052873611476,4183.076911926296,4176.834444046049,4169.473159790068,18.563080363194583,13.318672159604398,20.579699235473267,16.572508044364085,12.049910153255725,18.57631045790356,8.268625411897949,15.558416292781326,19.713332982975288,19.79976793280712,20.378137962685084,20.735940324921128,17.452441046677457,23.150808611523722
2.0,4167.30669021609,4172.795469284085,4165.128696441678,4177.043273925808,4170.508819580105,4166.382699966454,4169.8342285156505,4173.20411872866,4168.143527984645,4173.506605148341,4158.062410354638,4164.474662780788,4163.902248382594,4158.326828002955,15.003991625798529,16.963133303770363,24.44029412402775,24.22397805731092,12.796966674093344,13.937960932830675,5.526896644513637,12.791513932824998,14.447298860749218,22.125853025460994,25.830479746034985,24.7411300946294,19.148547776981612,20.553284183340747
3.0,4167.590641021754,4170.030546188379,4173.350875854518,4162.394334793116,4164.2818584442375,4178.1340274811055,4170.4887847900645,4167.751907348658,4174.487169265773,4177.480968475367,4158.609283447293,4173.05889701846,4161.28956031802,4162.1188907623555,14.30165910505786,14.700353072281374,19.007711550669818,18.026255658942414,10.673683713000978,13.852290145119538,6.342065985225751,13.762561335467334,16.066925209337835,17.136781935672285,24.735070495269007,21.93197312700946,17.561348891360648,19.78711073419249
4.0,4165.7642326355235,4162.412357330349,4173.211151123073,4158.229164123562,4171.438306808495,4168.638326644923,4163.318811416651,4164.701520919825,4158.707424163844,4174.7500953674535,4161.224449157743,4163.656343460112,4153.029342651394,4157.785465240506,7.709458832178457,8.57000977939081,12.608354626882313,11.00965639458728,9.69133153966747,14.596242193347399,5.012362732137061,12.24009679020438,14.541524662238992,13.016636164920381,10.800634926789456,10.522349409996721,10.77888788377991,11.285450596990591
5.0,4167.226066589381,4167.318202972439,4173.208120346097,4162.66977882388,4172.269638061549,4177.016212463406,4169.254314422634,4184.57632255557,4171.70071792605,4179.874795913722,4179.055486679099,4174.575820922876,4165.637516021756,4160.058593750024,12.986947918413977,12.725295699179354,18.297753870868878,14.490370986261352,9.39978921465177,15.13082821041771,6.044500338131922,15.527869997854886,12.382301242515535,16.28680085083733,19.61459386156347,19.73026262470524,15.914718962446608,20.672845148153318
6.0,4169.864284515406,4164.340435028105,4157.86909294131,4158.002300262477,4159.436100006127,4167.676280975371,4166.3657016754405,4170.65655326846,4165.665067672757,4162.921667099026,4169.429582595851,4167.45543479922,4167.240081787133,4155.285453796415,10.365062695031193,12.077914812335457,17.887572652053645,16.167915130163294,9.164074235535628,12.612442427400259,7.556563052432774,19.90689043565228,16.088355207350734,16.120135540139664,19.340636917454418,19.06589872795306,14.089967523544402,16.269892883079695
7.0,4168.487577438383,4165.719646453885,4167.637218475363,4166.48436737063,4164.02544212344,4159.737573623686,4167.11288642886,4167.118892669703,4168.99940490725,4166.291559219386,4160.310012817408,4167.254611969018,4164.541267395043,4160.2463932037645,11.820933175686118,11.666258208733508,19.09165261132547,15.965271782090657,11.980403373218497,13.36136282605249,7.196144086623325,15.209909264151026,16.25144742574481,18.40413882781503,20.076282044344904,18.472458992497028,15.617194652884468,15.547308775923216
8.0,4171.178382873561,4173.396944046046,4178.788568496729,4178.786571502709,4180.913970947291,4170.892427444484,4173.806087493922,4184.295370101954,4179.808191299466,4181.783861160306,4176.156352996852,4168.58172988894,4176.805393219021,4171.673683166531,11.17944134333438,13.273258990362768,18.41596866516563,16.611463931522252,11.79147843351143,10.388901023537029,5.970246662554457,13.88256029722864,16.993533372756783,19.13069648686839,17.78360893593946,17.458642586255554,17.38151714536949,16.16724748235841
9.0,4181.1909027099855,4176.30909156802,4177.42137908938,4182.6482353210695,4169.769632339505,4174.82972145083,4176.768325805688,4169.400527954129,4167.955221176173,4179.232265472437,4179.236295700099,4177.220060348538,4175.833831787135,4173.821620941187,14.59357980959073,13.22119650231694,22.38903887492608,18.972975103559364,9.853981236701228,18.00295208953107,5.11456877726835,11.227037727163008,12.891192089752723,14.60327578403529,16.84514971322984,19.542078868850158,14.041915186555823,15.44709683063709
10.0,4171.571516037013,4164.513713836696,4169.228271484402,4175.595949172999,4171.0902423858915,4154.998491287259,4166.283046722436,4168.925262451197,4155.90394210818,4167.19600677493,4164.046995162989,4167.610164642358,4166.295049667386,4159.049964904811,18.32190519775979,17.102904861780303,22.793315200414334,21.48639950015006,13.58003448300636,16.819896651604726,6.676571143365126,14.443708910628771,17.6414119258616,16.967516153485686,24.60523109542527,23.10842256119274,16.571275808987732,19.9440002402658
11.0,4175.245906829858,4176.656148910548,4176.656164169336,4178.010793685941,4179.485685348536,4177.376298904446,4172.281642913842,4176.657653808619,4176.445808410668,4180.665067672755,4179.70804405215,4182.186492919947,4180.696594238307,4174.552782058745,16.061282831238195,17.10718397110683,22.089409163670545,19.268309512938675,10.446239189994571,12.94049981464761,6.595370979684988,13.582373982959629,11.942668074446477,16.622299596635777,23.647020407005538,22.02064476661294,22.277041096812017,24.653338388991983
12.0,4167.348274230984,4160.605964660671,4170.1592636108635,4158.595264434842,4158.79006385806,4174.141624450709,4171.895044326808,4172.452432632472,4169.139616012599,4166.750793457057,4166.74178695681,4175.519334793117,4168.40646934512,4162.44140434268,16.74084461663955,16.91171031199612,23.992308792174544,19.49089344274073,14.963140177739097,13.976836117949166,7.235133988968739,13.556177545183653,17.332885261102447,15.237129085750768,21.588970973250284,22.977061123008593,16.43219290605944,19.355587692481034
13.0,4167.293159484887,4171.605569839505,4171.004615783716,4170.05757331851,4165.8117828369395,4183.548675537137,4171.049671173119,4162.66776657107,4168.195098876979,4165.999092102076,4157.518026351951,4167.471452713037,4160.747694015528,4159.040960311917,15.98552673754738,15.232790653075874,21.125888714185972,20.510068599616282,10.60377382150372,13.11732664440283,7.751965587229261,18.671257348207423,22.292879618934297,19.606042315918174,20.217682085496314,20.90341248558022,17.11812990271122,18.455210659916943
14.0,4172.077335357693,4169.093040466334,4171.95611763003,4163.967847824124,4179.953929901148,4171.126802444484,4168.71995735171,4173.45903205874,4176.324100494412,4176.151342391995,4168.958833694486,4169.148624420193,4161.813907623318,4165.259916305567,15.98585768831829,14.830719271487833,21.960140192638175,19.389761768228983,10.727402063730892,15.426021657910022,6.9407945266730415,15.31124894375053,13.790934320311004,20.7611674079661,23.56818397122652,21.895067098795742,19.044722475790515,21.924437675942613
15.0,4176.257020950343,4173.423496246365,4173.233684539822,4173.822120666533,4168.233163833642,4164.069507598904,4173.515123367336,4171.433807373074,4177.9902954101835,4177.222555160547,4186.337648391751,4174.9343891144035,4177.370796203638,4171.556980133082,10.11689353122578,8.721716280444603,11.432132068339987,10.74072629563563,9.315255623666747,12.828022033111171,7.519714138061258,16.274024341216347,16.117068498379368,13.852496500059862,12.472091415071265,13.060276534327093,10.093626203107384,14.119291926434888
16.0,4173.849168777493,4172.183483123806,4169.4646358490245,4165.559402465846,4176.30509948733,4176.632101058987,4170.846345901516,4166.23448181155,4176.613067626982,4173.51762962344,4172.716833114651,4169.817708969142,4170.054092407252,4164.948904037501,9.137065061350945,10.012106077112263,14.344788072648912,16.448877853061898,10.637860294783403,15.039976590347582,5.064508253130563,10.585977248237386,14.511267627804514,12.707838888655452,16.884011073311466,14.230632509424245,11.067919726533104,13.6614699839982
17.0,4170.906448364283,4170.112180709864,4170.623994827298,4165.323032379176,4169.275846481349,4163.381910324121,4160.486276626614,4183.684396743802,4157.347747802762,4169.02795219424,4167.93619918826,4176.390726089507,4174.053485870387,4162.685800552397,19.2797092527766,18.066910851648252,26.407881336765836,23.050898416749725,12.559089225751327,8.233434210547127,5.353094250121191,17.244099928303527,11.541898410707951,15.548982500313846,25.126906158394583,27.532042093804318,19.246786666736085,22.829685086288798
18.0,4173.5421695709465,4177.957231521632,4182.695806503325,4176.971166610742,4172.69031143191,4172.7143497467305,4169.072505950951,4168.4755554199455,4156.958648681667,4176.230972290066,4173.022827148463,4174.98397636416,4173.300285339383,4173.086442947417,16.041171001021528,16.76737775602126,20.944075184245442,20.04524491159328,11.518528625873904,12.237403938921865,6.273752453499737,11.020732672532553,13.928586873606722,18.897991388979957,22.562772361193883,22.10766817332638,19.58919005522965,21.777665486213664
