Time:256Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0000000000,0,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,,,
0.0039062500,0,-0.0000202219,-0.0000622299,-0.0000093318,-0.0000202219,-0.0000108901,0.0000031106,0.0000186696,-0.0000015523,0.0000373391,-0.0000700035,-0.0000077795,-0.0000171172,0.0000062212,-0.0000217802,,,
0.0078125000,0,-0.0001955601,-0.0005641008,-0.0000507575,-0.0001768964,-0.0000452394,0.0000262530,0.0001746791,-0.0000131015,0.0003866973,-0.0006530407,-0.0000485461,-0.0001413498,0.0000602854,-0.0001791519,,,
0.0117187500,0,-0.0009418999,-0.0025229968,-0.0000343800,-0.0007408217,0.0000774508,0.0001177195,0.0008151559,-0.0000346434,0.0020092297,-0.0029900015,-0.0000869781,-0.0005429004,0.0003026488,-0.0006914936,,,
0.0156250000,1,-0.0030453777,-0.0075085293,0.0006320670,-0.0019589827,0.0011900760,0.0004030196,0.0025736466,0.0000606274,0.0070504158,-0.0090225933,0.0002601778,-0.0012334427,0.0010754200,-0.0016199505,,,
0.0195312500,1,-0.0074807963,-0.0168356761,0.0035898794,-0.0035130495,0.0051782419,0.0012345669,0.0062815938,0.0008236343,0.0189319256,-0.0202302080,0.0021845424,-0.0015177084,0.0030926264,-0.0022941918,,,
0.0234375000,1,-0.0148773143,-0.0303021148,0.0119350744,-0.0037714603,0.0148931451,0.0035059003,0.0128084068,0.0036327714,0.0416967727,-0.0357556116,0.0080968146,0.0006547367,0.0077122510,-0.0007086455,,,
0.0273437500,1,-0.0246999333,-0.0450563741,0.0302362247,0.0008114891,0.0335543904,0.0090174287,0.0229570981,0.0109156619,0.0786690599,-0.0509920541,0.0217303568,0.0090721103,0.0172456196,0.0067267569,,,
0.0312500000,2,-0.0343823412,-0.0551461098,0.0639931219,0.0157435940,0.0639415732,0.0205358745,0.0374198596,0.0257889568,0.1308070195,-0.0578139270,0.0477254808,0.0290035617,0.0350406595,0.0247794765,,,
0.0351562500,2,-0.0388339168,-0.0520596885,0.1183910671,0.0476704954,0.1075949018,0.0411514103,0.0566176199,0.0508849630,0.1951560397,-0.0467669059,0.0905705784,0.0660768714,0.0649750711,0.0582284358,,,
