Time:256Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0000000000,0,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,,,
0.0039062500,0,-0.0000155590,-0.0000217802,-0.0000451186,-0.0000404498,-0.0000544505,-0.0000420021,-0.0000388915,-0.0000046630,-0.0000031106,-0.0000171172,-0.0000202219,-0.0000388915,-0.0000248908,-0.0000233325,,,
0.0078125000,0,-0.0001313148,-0.0001635988,-0.0004103467,-0.0003398303,-0.0004813320,-0.0003576006,-0.0003251264,-0.0000098007,-0.0000262530,-0.0001226861,-0.0001924494,-0.0003484649,-0.0002318539,-0.0002171441,,,
0.0117187500,0,-0.0005405718,-0.0005680083,-0.0018643098,-0.0013915968,-0.0020678449,-0.0014609758,-0.0013125306,0.0001499634,-0.0000850492,-0.0003589336,-0.0009280953,-0.0015515049,-0.0010697716,-0.0010046619,,,
0.0156250000,1,-0.0014779075,-0.0011996900,-0.0057451978,-0.0037670173,-0.0057930794,-0.0038117842,-0.0034364876,0.0011968164,-0.0000510579,-0.0003459085,-0.0030638321,-0.0046609545,-0.0033024137,-0.0031303317,,,
0.0195312500,1,-0.0030863238,-0.0016602340,-0.0137013313,-0.0077077090,-0.0119097741,-0.0070151007,-0.0065694875,0.0048476506,0.0006848334,0.0012815297,-0.0078161126,-0.0107799204,-0.0077335474,-0.0074793456,,,
0.0234375000,1,-0.0053456249,-0.0013534570,-0.0271704401,-0.0128606122,-0.0189623557,-0.0091106175,-0.0096584997,0.0138215364,0.0036132995,0.0071249649,-0.0163384177,-0.0206151331,-0.0146518204,-0.0146957842,,,
0.0273437500,1,-0.0080531015,0.0001142251,-0.0466717817,-0.0182338591,-0.0235714458,-0.0065838405,-0.0109000813,0.0311170152,0.0112606198,0.0206107531,-0.0287815593,-0.0338961070,-0.0231513077,-0.0246579598,,,
0.0312500000,2,-0.0107380334,0.0027409035,-0.0709867272,-0.0221342758,-0.0213722776,0.0047085762,-0.0083815186,0.0587160412,0.0267888414,0.0449686087,-0.0431683078,-0.0487731008,-0.0306014866,-0.0358993438,,,
0.0351562500,2,-0.0124965231,0.0063511270,-0.0965012897,-0.0220263875,-0.0088060390,0.0279831916,-0.0008241731,0.0961773732,0.0529316699,0.0818824373,-0.0548477534,-0.0614372683,-0.0326491442,-0.0452391816,,,
